time,concentration,instrument errors,saturator temp,condensor temp,optics temp,cabinet temp,ambient pressure,orifice pressure,nozzle pressure,laser current,liquid level,aersol flow,inlet flow,serial number,corrected counts,uncorrected counts,ready status
2024-02-08 12:37:03.919516,4.75E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.878,37,FULL (2804),1000.0,1.0,70847377,119079,115403,NOTREADY
2024-02-08 12:37:04.921117,4.84E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.878,37,FULL (2802),1000.0,1.0,70847377,120777,116680,NOTREADY
2024-02-08 12:37:05.922873,4.97E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.880,37,FULL (2802),1000.0,1.0,70847377,121845,118132,NOTREADY
2024-02-08 12:37:06.923492,4.78E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.880,37,FULL (2801),1000.0,1.0,70847377,120591,116234,NOTREADY
2024-02-08 12:37:07.923265,4.82E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.880,37,FULL (2800),1000.0,1.0,70847377,118931,115182,NOTREADY
2024-02-08 12:37:08.924294,4.72E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.878,37,FULL (2800),1000.0,1.0,70847377,117591,114019,NOTREADY
2024-02-08 12:37:09.910191,4.85E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.880,37,FULL (2799),1000.0,1.0,70847377,120533,117034,NOTREADY
2024-02-08 12:37:10.910758,4.84E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.878,37,FULL (2800),1000.0,1.0,70847377,121463,116741,NOTREADY
2024-02-08 12:37:11.910643,4.67E+04,0080,39.0,22.0,40.3,27.3,98.5,82.7,1.880,37,FULL (2799),1000.0,1.0,70847377,116251,112923,NOTREADY
2024-02-08 12:37:12.911653,4.71E+04,0080,39.0,22.0,40.2,27.3,98.5,82.7,1.880,37,FULL (2799),1000.0,1.0,70847377,121074,117150,NOTREADY
2024-02-08 12:37:13.911849,4.93E+04,0080,39.0,22.0,40.2,27.3,98.5,82.7,1.880,37,FULL (2797),1000.0,1.0,70847377,122993,119060,NOTREADY
2024-02-08 12:37:14.911626,4.81E+04,0080,39.0,22.0,40.2,27.3,98.5,82.7,1.882,37,FULL (2796),1000.0,1.0,70847377,120933,116803,NOTREADY
2024-02-08 12:37:15.911416,4.98E+04,0080,39.0,22.0,40.2,27.3,98.6,82.7,1.880,37,FULL (2796),1000.0,1.0,70847377,122597,118832,NOTREADY
2024-02-08 12:37:16.912725,4.98E+04,0080,39.0,22.0,40.1,27.3,98.5,82.7,1.880,37,FULL (2797),1000.0,1.0,70847377,124236,119854,NOTREADY
2024-02-08 12:37:17.913710,4.79E+04,0080,39.0,22.0,40.1,27.3,98.5,82.7,1.882,37,FULL (2798),1000.0,1.0,70847377,120596,116424,NOTREADY
2024-02-08 12:37:18.914579,4.87E+04,0080,39.0,22.0,40.1,27.3,98.5,82.7,1.880,37,FULL (2796),1000.0,1.0,70847377,120457,116362,NOTREADY
2024-02-08 12:37:19.915106,4.92E+04,0080,39.0,22.0,40.1,27.3,98.5,82.7,1.880,37,FULL (2795),1000.0,1.0,70847377,122075,118079,NOTREADY
2024-02-08 12:37:20.916219,4.92E+04,0080,39.0,22.0,40.1,27.3,98.5,82.7,1.882,37,FULL (2794),1000.0,1.0,70847377,121465,117845,NOTREADY
2024-02-08 12:37:21.916318,4.75E+04,0080,39.0,22.0,40.0,27.3,98.5,82.7,1.882,37,FULL (2794),1000.0,1.0,70847377,120246,115752,NOTREADY
2024-02-08 12:37:22.917023,4.77E+04,0080,39.0,22.0,40.0,27.3,98.5,82.7,1.882,37,FULL (2792),1000.0,1.0,70847377,118900,114981,NOTREADY
2024-02-08 12:37:23.918320,4.62E+04,0080,39.0,22.0,40.0,27.3,98.5,82.7,1.880,37,FULL (2793),1000.0,1.0,70847377,115753,111596,NOTREADY
2024-02-08 12:37:24.918420,4.50E+04,0080,39.0,22.0,40.0,27.3,98.5,82.7,1.882,37,FULL (2792),1000.0,1.0,70847377,112587,108985,NOTREADY
2024-02-08 12:37:25.918318,4.61E+04,0080,39.0,22.0,39.9,27.3,98.5,82.8,1.882,37,FULL (2791),1000.0,1.0,70847377,113556,110500,NOTREADY
2024-02-08 12:37:26.919038,4.65E+04,0080,39.0,22.0,39.9,27.3,98.5,82.8,1.882,37,FULL (2789),1000.0,1.0,70847377,116202,112494,NOTREADY
2024-02-08 12:37:27.920047,4.81E+04,0080,39.0,22.0,39.9,27.3,98.6,82.8,1.880,37,FULL (2789),1000.0,1.0,70847377,118320,115075,NOTREADY
2024-02-08 12:37:28.920396,4.80E+04,0080,39.0,22.0,39.9,27.3,98.5,82.8,1.882,37,FULL (2789),1000.0,1.0,70847377,121217,116959,NOTREADY
2024-02-08 12:37:29.920495,4.86E+04,0080,39.0,22.0,39.8,27.3,98.5,82.8,1.882,37,FULL (2789),1000.0,1.0,70847377,119758,116150,NOTREADY
2024-02-08 12:37:30.920846,4.78E+04,0080,39.0,22.0,39.8,27.3,98.5,82.8,1.880,37,FULL (2789),1000.0,1.0,70847377,119492,115456,NOTREADY
2024-02-08 12:37:31.921684,4.66E+04,0080,39.0,22.0,39.8,27.3,98.5,82.8,1.884,37,FULL (2788),1000.0,1.0,70847377,118136,114258,NOTREADY
2024-02-08 12:37:32.921508,4.85E+04,0080,39.0,22.0,39.8,27.3,98.5,82.8,1.882,37,FULL (2787),1000.0,1.0,70847377,120013,115881,NOTREADY
2024-02-08 12:37:33.921321,4.61E+04,0080,39.0,22.0,39.8,27.3,98.5,82.8,1.882,37,FULL (2786),1000.0,1.0,70847377,117319,113721,NOTREADY
2024-02-08 12:37:34.923012,4.56E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2785),1000.0,1.0,70847377,116180,111982,NOTREADY
2024-02-08 12:37:35.924653,4.71E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2786),1000.0,1.0,70847377,113739,110332,NOTREADY
2024-02-08 12:37:36.909734,4.67E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2784),1000.0,1.0,70847377,115548,112003,NOTREADY
2024-02-08 12:37:37.909561,4.72E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2783),1000.0,1.0,70847377,116868,113200,NOTREADY
2024-02-08 12:37:38.910414,4.64E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2783),1000.0,1.0,70847377,116744,112788,NOTREADY
2024-02-08 12:37:39.911581,4.56E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2781),1000.0,1.0,70847377,114771,111148,NOTREADY
2024-02-08 12:37:40.911751,4.47E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2781),1000.0,1.0,70847377,114280,110742,NOTREADY
2024-02-08 12:37:41.913384,4.64E+04,0080,39.0,22.0,39.8,27.3,98.5,82.9,1.882,37,FULL (2781),1000.0,1.0,70847377,115690,112162,NOTREADY
2024-02-08 12:37:42.914545,4.73E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.880,37,FULL (2780),1000.0,1.0,70847377,117844,113877,NOTREADY
2024-02-08 12:37:43.914696,4.60E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.880,37,FULL (2780),1000.0,1.0,70847377,116138,112416,NOTREADY
2024-02-08 12:37:44.914545,4.62E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.880,37,FULL (2779),1000.0,1.0,70847377,114324,110529,NOTREADY
2024-02-08 12:37:45.915006,4.66E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.880,37,FULL (2779),1000.0,1.0,70847377,114285,110693,NOTREADY
2024-02-08 12:37:46.916499,4.58E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.882,37,FULL (2778),1000.0,1.0,70847377,115154,111784,NOTREADY
2024-02-08 12:37:47.916333,4.59E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.882,37,FULL (2777),1000.0,1.0,70847377,114404,110676,NOTREADY
2024-02-08 12:37:48.916868,4.52E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.882,37,FULL (2778),1000.0,1.0,70847377,114835,111245,NOTREADY
2024-02-08 12:37:49.916807,4.69E+04,0080,39.0,22.0,39.8,27.3,98.5,83.0,1.882,37,FULL (2776),1000.0,1.0,70847377,116305,112850,NOTREADY
2024-02-08 12:37:50.918738,4.70E+04,0080,39.0,22.0,39.9,27.3,98.5,83.0,1.880,37,FULL (2776),1000.0,1.0,70847377,118489,114910,NOTREADY
2024-02-08 12:37:51.918662,4.79E+04,0080,39.0,22.0,39.9,27.3,98.6,83.1,1.880,37,FULL (2774),1000.0,1.0,70847377,119540,115425,NOTREADY
2024-02-08 12:37:52.918852,4.61E+04,0080,39.0,22.0,39.9,27.3,98.5,83.1,1.880,37,FULL (2774),1000.0,1.0,70847377,114707,110535,NOTREADY
2024-02-08 12:37:53.920088,4.43E+04,0080,39.0,22.0,39.9,27.3,98.5,83.1,1.880,37,FULL (2773),1000.0,1.0,70847377,111618,107904,NOTREADY
2024-02-08 12:37:54.920461,4.48E+04,0080,39.0,22.0,39.9,27.3,98.5,83.1,1.880,37,FULL (2775),1000.0,1.0,70847377,110915,107424,NOTREADY
2024-02-08 12:37:55.921271,4.44E+04,0080,39.0,22.0,40.0,27.3,98.5,83.1,1.880,37,FULL (2772),1000.0,1.0,70847377,109944,106752,NOTREADY
2024-02-08 12:37:56.921244,4.41E+04,0080,39.0,22.0,40.0,27.3,98.5,83.1,1.880,37,FULL (2772),1000.0,1.0,70847377,110737,107367,NOTREADY
2024-02-08 12:37:57.922838,4.40E+04,0080,39.0,22.0,40.0,27.3,98.5,83.2,1.880,37,FULL (2771),1000.0,1.0,70847377,109197,105609,NOTREADY
2024-02-08 12:37:58.922868,4.37E+04,0080,39.0,22.0,40.0,27.3,98.5,83.2,1.878,37,FULL (2770),1000.0,1.0,70847377,108481,105110,NOTREADY
2024-02-08 12:37:59.922848,4.53E+04,0080,39.0,22.0,40.0,27.3,98.5,83.2,1.880,37,FULL (2770),1000.0,1.0,70847377,111422,108474,NOTREADY
2024-02-08 12:38:00.923565,4.49E+04,0080,39.0,22.0,40.1,27.3,98.5,83.2,1.880,37,FULL (2770),1000.0,1.0,70847377,112725,109120,NOTREADY
2024-02-08 12:38:01.909762,4.45E+04,0080,39.0,22.0,40.1,27.3,98.5,83.2,1.878,37,FULL (2768),1000.0,1.0,70847377,109747,106059,NOTREADY
2024-02-08 12:38:02.909545,4.38E+04,0080,39.0,22.0,40.1,27.3,98.5,83.2,1.880,37,FULL (2768),1000.0,1.0,70847377,108826,105434,NOTREADY
2024-02-08 12:38:03.910136,4.35E+04,0080,39.0,22.0,40.1,27.3,98.5,83.3,1.880,37,FULL (2767),1000.0,1.0,70847377,109934,106962,NOTREADY
2024-02-08 12:38:04.911920,4.45E+04,0080,39.0,22.0,40.1,27.3,98.5,83.3,1.878,37,FULL (2765),1000.0,1.0,70847377,110981,107615,NOTREADY
2024-02-08 12:38:05.913747,4.50E+04,0080,39.0,22.0,40.2,27.3,98.5,83.3,1.880,37,FULL (2765),1000.0,1.0,70847377,111154,107683,NOTREADY
2024-02-08 12:38:06.913768,4.43E+04,0080,39.0,22.0,40.2,27.3,98.5,83.3,1.878,37,FULL (2764),1000.0,1.0,70847377,111443,107986,NOTREADY
2024-02-08 12:38:07.913569,4.51E+04,0080,39.0,22.0,40.2,27.3,98.5,83.3,1.878,37,FULL (2764),1000.0,1.0,70847377,113355,109997,NOTREADY
2024-02-08 12:38:08.914697,4.59E+04,0080,39.0,22.0,40.2,27.3,98.6,83.3,1.880,37,FULL (2762),1000.0,1.0,70847377,114539,111097,NOTREADY
2024-02-08 12:38:09.914628,4.52E+04,0080,39.0,22.0,40.3,27.3,98.5,83.3,1.878,37,FULL (2761),1000.0,1.0,70847377,112879,108859,NOTREADY
2024-02-08 12:38:10.914477,4.47E+04,0080,39.0,22.0,40.3,27.3,98.5,83.3,1.880,37,FULL (2760),1000.0,1.0,70847377,111402,108303,NOTREADY
2024-02-08 12:38:11.915065,4.54E+04,0080,39.0,22.0,40.3,27.3,98.5,83.4,1.880,37,FULL (2760),1000.0,1.0,70847377,112438,108869,NOTREADY
2024-02-08 12:38:12.916523,4.48E+04,0080,39.0,22.0,40.3,27.3,98.5,83.4,1.880,37,FULL (2759),1000.0,1.0,70847377,111666,108371,NOTREADY
2024-02-08 12:38:13.916549,4.55E+04,0080,39.0,22.0,40.3,27.3,98.5,83.4,1.880,37,FULL (2758),1000.0,1.0,70847377,112842,109150,NOTREADY
2024-02-08 12:38:14.916637,4.53E+04,0080,39.0,22.0,40.3,27.3,98.5,83.4,1.880,37,FULL (2756),1000.0,1.0,70847377,112651,109283,NOTREADY
2024-02-08 12:38:15.917432,4.39E+04,0080,39.0,22.0,40.2,27.3,98.5,83.4,1.880,37,FULL (2756),1000.0,1.0,70847377,111316,107596,NOTREADY
2024-02-08 12:38:16.918720,4.46E+04,0080,39.0,22.0,40.2,27.3,98.5,83.4,1.878,37,FULL (2755),1000.0,1.0,70847377,111199,107934,NOTREADY
2024-02-08 12:38:17.919752,4.39E+04,0080,39.0,22.0,40.2,27.3,98.5,83.4,1.880,37,FULL (2754),1000.0,1.0,70847377,110391,106938,NOTREADY
2024-02-08 12:38:18.919792,4.48E+04,0080,39.0,22.0,40.2,27.3,98.5,83.4,1.882,37,FULL (2753),1000.0,1.0,70847377,111852,108463,NOTREADY
2024-02-08 12:38:19.920178,4.47E+04,0080,39.0,22.0,40.1,27.3,98.5,83.4,1.880,37,FULL (2753),1000.0,1.0,70847377,111373,107767,NOTREADY
2024-02-08 12:38:20.922068,4.49E+04,0080,39.0,22.0,40.1,27.3,98.5,83.4,1.882,37,FULL (2752),1000.0,1.0,70847377,110912,107660,NOTREADY
2024-02-08 12:38:21.922449,4.48E+04,0080,39.0,22.0,40.0,27.3,98.5,83.4,1.882,37,FULL (2750),1000.0,1.0,70847377,111884,108296,NOTREADY
2024-02-08 12:38:22.923184,4.38E+04,0080,39.0,22.0,40.0,27.3,98.5,83.5,1.880,37,FULL (2750),1000.0,1.0,70847377,110857,107561,NOTREADY
2024-02-08 12:38:23.924578,4.45E+04,0080,39.0,22.0,40.0,27.3,98.5,83.5,1.882,37,FULL (2749),1000.0,1.0,70847377,110976,107506,NOTREADY
2024-02-08 12:38:24.909701,4.44E+04,0080,39.0,22.0,40.0,27.3,98.5,83.5,1.882,37,FULL (2748),1000.0,1.0,70847377,110933,107572,NOTREADY
2024-02-08 12:38:25.909887,4.41E+04,0080,39.0,22.0,40.0,27.3,98.5,83.5,1.882,37,FULL (2747),1000.0,1.0,70847377,110992,107665,NOTREADY
2024-02-08 12:38:26.912807,4.41E+04,0080,39.0,22.0,40.0,27.3,98.5,83.5,1.880,37,FULL (2746),1000.0,1.0,70847377,110916,107490,NOTREADY
2024-02-08 12:38:27.914121,4.42E+04,0080,39.0,22.0,40.0,27.3,98.5,83.5,1.882,37,FULL (2745),1000.0,1.0,70847377,110460,107030,NOTREADY
2024-02-08 12:38:28.914705,4.43E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.882,37,FULL (2744),1000.0,1.0,70847377,110984,107692,NOTREADY
2024-02-08 12:38:29.914590,4.44E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.880,37,FULL (2744),1000.0,1.0,70847377,111367,107970,NOTREADY
2024-02-08 12:38:30.915104,4.52E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.880,37,FULL (2742),1000.0,1.0,70847377,112104,108488,NOTREADY
2024-02-08 12:38:31.916736,4.45E+04,0080,39.0,22.0,39.9,27.4,98.5,83.6,1.882,37,FULL (2742),1000.0,1.0,70847377,111982,108399,NOTREADY
2024-02-08 12:38:32.916813,4.41E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.882,37,FULL (2740),1000.0,1.0,70847377,111638,108366,NOTREADY
2024-02-08 12:38:33.917043,4.41E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.882,37,FULL (2738),1000.0,1.0,70847377,110913,107449,NOTREADY
2024-02-08 12:38:34.916913,4.44E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.882,37,FULL (2738),1000.0,1.0,70847377,110834,107369,NOTREADY
2024-02-08 12:38:35.918765,4.47E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2741),1000.0,1.0,70847377,111424,108174,NOTREADY
2024-02-08 12:38:36.918785,4.53E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2736),1000.0,1.0,70847377,112657,109165,NOTREADY
2024-02-08 12:38:37.918608,4.57E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.880,37,FULL (2735),1000.0,1.0,70847377,113494,109961,NOTREADY
2024-02-08 12:38:38.919689,4.55E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2736),1000.0,1.0,70847377,112830,109384,NOTREADY
2024-02-08 12:38:39.920398,4.45E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.880,37,FULL (2733),1000.0,1.0,70847377,112536,109138,NOTREADY
2024-02-08 12:38:40.920228,4.36E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2731),1000.0,1.0,70847377,110099,106324,NOTREADY
2024-02-08 12:38:41.920811,4.21E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2730),1000.0,1.0,70847377,107452,103750,NOTREADY
2024-02-08 12:38:42.922677,4.35E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.884,37,FULL (2729),1000.0,1.0,70847377,107442,104758,NOTREADY
2024-02-08 12:38:43.923256,4.42E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2728),1000.0,1.0,70847377,110900,107199,NOTREADY
2024-02-08 12:38:44.923168,4.42E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2726),1000.0,1.0,70847377,108997,106182,NOTREADY
2024-02-08 12:38:45.923836,4.31E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2725),1000.0,1.0,70847377,109188,105737,NOTREADY
2024-02-08 12:38:46.909271,4.43E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2725),1000.0,1.0,70847377,109950,106538,NOTREADY
2024-02-08 12:38:47.909117,4.37E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2725),1000.0,1.0,70847377,109682,106278,NOTREADY
2024-02-08 12:38:48.909780,4.32E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.880,37,FULL (2722),1000.0,1.0,70847377,109229,105925,NOTREADY
2024-02-08 12:38:49.909602,4.32E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.882,37,FULL (2721),1000.0,1.0,70847377,109449,105929,NOTREADY
2024-02-08 12:38:50.911274,4.26E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.882,37,FULL (2720),1000.0,1.0,70847377,108577,105589,NOTREADY
2024-02-08 12:38:51.911137,4.29E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.880,37,FULL (2719),1000.0,1.0,70847377,108271,104713,NOTREADY
2024-02-08 12:38:52.911574,4.28E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.880,37,FULL (2718),1000.0,1.0,70847377,106739,103505,NOTREADY
2024-02-08 12:38:53.913312,4.24E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.882,37,FULL (2717),1000.0,1.0,70847377,106671,103495,NOTREADY
2024-02-08 12:38:54.913486,4.29E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.880,37,FULL (2717),1000.0,1.0,70847377,106665,103435,NOTREADY
2024-02-08 12:38:55.915449,4.29E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.880,37,FULL (2715),1000.0,1.0,70847377,106445,103209,NOTREADY
2024-02-08 12:38:56.915165,4.31E+04,0080,39.0,22.0,39.8,27.3,98.5,83.6,1.880,37,FULL (2715),1000.0,1.0,70847377,106827,103764,NOTREADY
2024-02-08 12:38:57.916053,4.24E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.880,37,FULL (2713),1000.0,1.0,70847377,106359,103212,NOTREADY
2024-02-08 12:38:58.916061,4.26E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.880,37,FULL (2711),1000.0,1.0,70847377,106068,102654,NOTREADY
2024-02-08 12:38:59.916569,4.30E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.880,37,FULL (2711),1000.0,1.0,70847377,105463,102370,NOTREADY
2024-02-08 12:39:00.916807,4.18E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.880,37,FULL (2709),1000.0,1.0,70847377,105259,102242,NOTREADY
2024-02-08 12:39:01.919841,4.21E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.880,37,FULL (2708),1000.0,1.0,70847377,106342,103462,NOTREADY
2024-02-08 12:39:02.920637,4.28E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.880,37,FULL (2707),1000.0,1.0,70847377,106648,103248,NOTREADY
2024-02-08 12:39:03.921831,4.24E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.880,37,FULL (2707),1000.0,1.0,70847377,106483,103401,NOTREADY
2024-02-08 12:39:04.921802,4.10E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.878,37,FULL (2705),1000.0,1.0,70847377,105025,101627,NOTREADY
2024-02-08 12:39:05.923677,4.08E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.880,37,FULL (2704),1000.0,1.0,70847377,104075,100915,NOTREADY
2024-02-08 12:39:06.924209,4.14E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.878,37,FULL (2703),1000.0,1.0,70847377,102564,99532,NOTREADY
2024-02-08 12:39:07.924934,4.18E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2700),1000.0,1.0,70847377,103542,100723,NOTREADY
2024-02-08 12:39:08.910961,4.19E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2699),1000.0,1.0,70847377,103681,100591,NOTREADY
2024-02-08 12:39:09.911060,4.15E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2699),1000.0,1.0,70847377,104676,101594,NOTREADY
2024-02-08 12:39:10.911733,4.22E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2698),1000.0,1.0,70847377,104480,101234,NOTREADY
2024-02-08 12:39:11.911557,4.03E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2696),1000.0,1.0,70847377,102346,99496,NOTREADY
2024-02-08 12:39:12.912772,3.96E+04,0080,39.0,22.0,40.3,27.3,98.5,83.6,1.880,37,FULL (2695),1000.0,1.0,70847377,101089,97989,NOTREADY
2024-02-08 12:39:13.913370,4.07E+04,0080,39.0,22.0,40.3,27.3,98.5,83.6,1.880,37,FULL (2695),1000.0,1.0,70847377,101898,99308,NOTREADY
2024-02-08 12:39:14.913273,4.07E+04,0080,39.0,22.0,40.3,27.3,98.5,83.6,1.880,37,FULL (2694),1000.0,1.0,70847377,102640,99604,NOTREADY
2024-02-08 12:39:15.913953,4.13E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2693),1000.0,1.0,70847377,103703,100975,NOTREADY
2024-02-08 12:39:16.915812,4.33E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2693),1000.0,1.0,70847377,106987,103862,NOTREADY
2024-02-08 12:39:17.916224,4.16E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2691),1000.0,1.0,70847377,105496,102421,NOTREADY
2024-02-08 12:39:18.916907,4.18E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2690),1000.0,1.0,70847377,105206,101842,NOTREADY
2024-02-08 12:39:19.916655,4.24E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2689),1000.0,1.0,70847377,105816,102977,NOTREADY
2024-02-08 12:39:20.918503,4.20E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2689),1000.0,1.0,70847377,104425,100986,NOTREADY
2024-02-08 12:39:21.918273,4.13E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.882,37,FULL (2687),1000.0,1.0,70847377,104421,101645,NOTREADY
2024-02-08 12:39:22.919016,4.14E+04,0080,39.0,22.0,40.2,27.3,98.5,83.6,1.880,37,FULL (2684),1000.0,1.0,70847377,104399,101308,NOTREADY
2024-02-08 12:39:23.920217,4.27E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.880,37,FULL (2685),1000.0,1.0,70847377,106321,103265,NOTREADY
2024-02-08 12:39:24.919978,4.21E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.882,37,FULL (2682),1000.0,1.0,70847377,106449,102974,NOTREADY
2024-02-08 12:39:25.920499,4.28E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.882,37,FULL (2682),1000.0,1.0,70847377,105991,103018,NOTREADY
2024-02-08 12:39:26.920479,4.30E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.882,37,FULL (2681),1000.0,1.0,70847377,106201,103007,NOTREADY
2024-02-08 12:39:27.921331,4.28E+04,0080,39.0,22.0,40.1,27.3,98.5,83.6,1.882,37,FULL (2681),1000.0,1.0,70847377,105805,102733,NOTREADY
2024-02-08 12:39:28.922559,4.25E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.882,37,FULL (2679),1000.0,1.0,70847377,106393,103524,NOTREADY
2024-02-08 12:39:29.923568,4.33E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.884,37,FULL (2679),1000.0,1.0,70847377,107265,103793,NOTREADY
2024-02-08 12:39:30.909533,4.11E+04,0080,39.0,22.0,40.0,27.3,98.5,83.6,1.882,37,FULL (2679),1000.0,1.0,70847377,103634,100652,NOTREADY
2024-02-08 12:39:31.910351,4.31E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2677),1000.0,1.0,70847377,106654,103693,NOTREADY
2024-02-08 12:39:32.910405,4.29E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2676),1000.0,1.0,70847377,106884,103658,NOTREADY
2024-02-08 12:39:33.910654,4.32E+04,0080,39.0,22.0,39.9,27.3,98.5,83.6,1.882,37,FULL (2674),1000.0,1.0,70847377,107580,104247,NOTREADY
2024-02-08 12:39:34.910579,4.36E+04,0080,39.0,22.0,39.9,27.3,98.5,83.7,1.882,37,FULL (2673),1000.0,1.0,70847377,106906,103981,NOTREADY
2024-02-08 12:39:35.912373,4.24E+04,0080,39.0,22.0,39.9,27.3,98.5,83.7,1.882,37,FULL (2672),1000.0,1.0,70847377,107861,104757,NOTREADY
2024-02-08 12:39:36.912325,4.25E+04,0080,39.0,22.0,39.8,27.3,98.5,83.7,1.882,37,FULL (2671),1000.0,1.0,70847377,108688,105387,NOTREADY
2024-02-08 12:39:37.912696,4.27E+04,0080,39.0,22.0,39.8,27.3,98.5,83.7,1.882,37,FULL (2668),1000.0,1.0,70847377,108471,105032,NOTREADY
2024-02-08 12:39:38.914473,4.29E+04,0080,39.0,22.0,39.8,27.3,98.5,83.7,1.884,37,FULL (2668),1000.0,1.0,70847377,108461,105215,NOTREADY
